Illness;Link;Symptoms
Chlamydia;https://medlineplus.gov/ency/article/001345.htm;In men, chlamydiamay cause symptoms similar togonorrhea. Symptoms may include:Burning feeling during urinationDischarge from the penis or rectumTendernessor pain in the testiclesRectal discharge or painSymptoms that may occurin womeninclude:Burning feeling during urinationPainful sexual intercourseRectal pain or dischargeSymptoms ofpelvic inflammatory disease(PID),salpingitis(inflammation of the fallopian tubes), or liver inflammation similar tohepatitisVaginal dischargeor bleeding after intercourse
Chlamydia infections in women;https://medlineplus.gov/ency/article/000660.htm;Many women do not have symptoms. But some have:Burning when they urinatePain in the lower part of the belly, possibly with feverPainful intercourseVaginal dischargeor bleeding after intercourseRectal pain
Chlamydial infections - male;https://medlineplus.gov/ency/article/000659.htm;Some common symptoms are:Difficulty urinating, which includespainful urinationor burning during urinationDischarge from the penisRedness, swelling, or itching of the opening of the urethra at the tip of the penisSwelling and tenderness of one or both testiclesChlamydia andgonorrheaoften occur together. The symptoms of chlamydia infection may be similar to symptoms of gonorrhea, but they continue even after treatment for gonorrhea is finished.
Chlordiazepoxide overdose;https://medlineplus.gov/ency/article/002607.htm;Chlordiazepoxide is found in medicines with these names:LibraxLibriumOther medicines may also contain chlordiazepoxide.
Chloride - urine test;https://medlineplus.gov/ency/article/003601.htm;Your provider will ask you to temporarily stop taking any medicines that may affect the test result. Tell your provider about all the medicines you take, including:AcetazolamideCorticosteroidsNonsteroidal anti-inflammatory drugs (NSAIDs)Water pills (diuretic medicines)DO NOT stop taking any medicine before talking to your provider.
Chloride in diet;https://medlineplus.gov/ency/article/002417.htm;Chloride is found in table salt or sea salt as sodium chloride. It is also found in many vegetables. Foods with higher amounts of chloride include seaweed, rye, tomatoes, lettuce, celery, and olives.Chloride, combined with potassium, is also found in many foods. Potassium chloride is a common salt substitute.Most Americans probably get more chloride than they need from table salt and the salt in prepared foods.
Chloride test - blood;https://medlineplus.gov/ency/article/003485.htm;Many medicines can interfere with blood test results.Your health care provider will tell you if you need to stop taking any medicines before you have this test.DO NOT stop or change your medicines without talking to your provider first.
Chlorinated lime poisoning;https://medlineplus.gov/ency/article/002773.htm;This poison can be used in:BleachA number of manufacturing processesNote: This list may not include all sources of chlorinated lime.
Chlorine poisoning;https://medlineplus.gov/ency/article/002772.htm;Chlorine is present in:Gas released when mixing bleach with some of the powdered cleansing products andammonia(chloramine gas)Gas released when opening a partially filled industrial container of chlorine tablets that have been sitting for several months (for example, the first opening of a container after a pool has been closed all winter)Mild cleanersSome bleach productsSwimming pool water (and tablets used in swimming pool water)Note: This list may not include all uses and sources of chlorine.
Chlorophyll poisoning;https://medlineplus.gov/ency/article/002893.htm;Chlorophyll can be found in:Green plantsPlant foodsSome cosmeticsNatural supplementsOther products may also contain chlorophyll.
Chlorpromazine overdose;https://medlineplus.gov/ency/article/002608.htm;Chlorpromazine is found in chlorpromazine hydrochloride.Other medicines may also contain chlorpromazine.
Choanal atresia;https://medlineplus.gov/ency/article/001642.htm;Newborns generally prefer to breathe through their nose. Typically, infants only breathe through their mouths when they cry. Babies with choanal atresia have difficulty breathing unless they are crying.Choanal atresia may affect one or both sides of the nasal airway. Choanal atresia blocking both sides of the nose causes acute breathing problems with bluish discoloration and breathing failure. Such infants may needresuscitationat delivery. More than one half of infants have a blockage on only one side, which causes less severe problems.Symptoms include:Chest retracts unless the child is breathing through mouth or crying.Difficulty breathingfollowing birth, which may result in cyanosis (bluish discoloration), unless infant is crying.Inability to nurse and breathe at same time.Inability to pass a catheter through each side of the nose into the throat.Persistent one-sided nasal blockage or discharge.
Choking - adult or child over 1 year;https://medlineplus.gov/ency/article/000049.htm;When an older child or adult is choking, they will often grab their throat with the hand. If the person does not do this, look for these danger signs:Inability to speakDifficulty breathingNoisy breathing or high-pitched sounds while inhalingWeak, ineffective coughingBluish skin color (cyanosis)Loss of consciousness (unresponsiveness) if blockage is not cleared
Choking - infant under 1 year;https://medlineplus.gov/ency/article/000048.htm;The danger signs of choking are:Bluish skin color (cyanosis)Difficulty breathing -- ribs and chest pull inwardLoss of consciousness (unresponsiveness) if blockage is not clearedInability to cry or make much soundWeak, ineffective coughingSoft or high-pitched sounds while inhaling
Choking - unconscious adult or child over 1 year;https://medlineplus.gov/ency/article/000051.htm;Symptoms of choking when a person is unconscious include:Bluish color to the lips and nails (cyanosis)Inability to breathe
Cholangiocarcinoma;https://medlineplus.gov/ency/article/000291.htm;Symptoms of CCA may include any of the following:FeverÂ and chillsClay-colored stools and dark urineItchingLoss of appetitePain in the upper right abdomen that may radiate to the backWeight lossYellowing of the skin (jaundice)
Cholangitis;https://medlineplus.gov/ency/article/000290.htm;The following symptoms may occur:Painon the upper right side or upper middle part of the abdomen. It may also be felt in the back or below the right shoulder blade. The pain may come and go and feel sharp, cramp-like, or dull.Fever and chills.Dark urine and clay-colored or pale stools.Nausea and vomiting.Yellowing of the skin (jaundice), which may come and go.
